player_id,score,username,user_url,user_stats_url,country,location,joined,status,is_streamer,chess_blitz_last_rating,chess_blitz_last_date,chess_blitz_best_rating,chess_blitz_best_date,chess_blitz_record_win,chess_blitz_record_loss,chess_blitz_record_draw,chess_bullet_last_rating,chess_bullet_last_date,chess_bullet_best_rating,chess_bullet_best_date,chess_bullet_record_win,chess_bullet_record_loss,chess_bullet_record_draw,chess_daily_last_rating,chess_daily_last_date,chess_daily_best_rating,chess_daily_best_date,chess_daily_record_win,chess_daily_record_loss,chess_daily_record_draw,chess_rapid_last_rating,chess_rapid_last_date,chess_rapid_best_rating,chess_rapid_best_date,chess_rapid_record_win,chess_rapid_record_loss,chess_rapid_record_draw,tactics_highest_rating,tactics_highest_date,lessons_highest_rating,lessons_highest_date,puzzle_rush_best_total_attempts,puzzle_rush_best_score,puzzle_rush_daily_total_attempts,puzzle_rush_daily_score
14553532,19,vvvadera,https://api.chess.com/pub/player/vvvadera,https://api.chess.com/pub/player/vvvadera/stats,IN,India,2013/11/21,premium,False,1313,2020/08/17,1394,2020/07/09,1229,1142,83,1246,2020/08/18,1352,2020/07/01,2457,2401,112,1495,2020/07/28,1535,2020/04/14,11,5,1,1278,2020/07/09,1540,2017/05/06,18,14,3,1998,2020/08/05,1152,2015/12/13,36,33,22,19
7257929,18,peterknight01,https://api.chess.com/pub/player/peterknight01,https://api.chess.com/pub/player/peterknight01/stats,JP,,2012/04/11,premium,False,914,2014/10/10,1324,2012/04/15,4,19,1,859,2012/12/15,,,0,3,0,400,2012/09/05,,,0,2,0,1419,2020/08/18,1592,2014/11/04,2389,2752,97,1554,2019/04/22,1738,2016/10/03,23,21,21,18
52161166,18,santiagoo06,https://api.chess.com/pub/player/santiagoo06,https://api.chess.com/pub/player/santiagoo06/stats,CO,Pitalito-Huila,2018/11/21,basic,False,1553,2020/08/18,1698,2018/11/21,181,177,18,1379,2020/08/15,1453,2020/07/27,193,163,11,1126,2020/01/25,1126,2020/01/25,2,0,0,,,,,,,,1241,2020/08/18,,,24,21,21,18
19918152,18,pberk10,https://api.chess.com/pub/player/Pberk10,https://api.chess.com/pub/player/Pberk10/stats,US,,2014/11/26,premium,False,1639,2020/08/05,1639,2020/08/05,1568,1430,74,978,2020/08/05,1282,2020/05/19,466,462,8,1689,2016/09/01,1689,2016/09/01,31,8,3,1560,2017/03/22,1641,2017/01/14,190,172,11,2205,2020/05/04,1962,2016/10/12,23,21,20,18
79118164,17,darryl_seagles,https://api.chess.com/pub/player/darryl_seagles,https://api.chess.com/pub/player/darryl_seagles/stats,CA,,2020/05/10,basic,False,1522,2020/06/27,1522,2020/06/27,5,1,0,,,,,,,,,,,,,,,,,,,,,,1629,2020/08/17,,,50,47,29,26
58017328,17,apotrepein,https://api.chess.com/pub/player/Apotrepein,https://api.chess.com/pub/player/Apotrepein/stats,US,Owensboro,2019/03/02,premium,False,1270,2020/07/22,1426,2020/07/22,2,2,0,,,,,,,,1790,2020/08/10,1790,2020/08/10,37,2,0,,,,,,,,1986,2020/08/09,1804,2019/04/15,36,33,20,17
55619578,17,muchogusto1,https://api.chess.com/pub/player/MuchoGusto1,https://api.chess.com/pub/player/MuchoGusto1/stats,US,,2019/01/06,premium,False,845,2020/07/31,974,2020/05/28,783,687,24,,,,,,,,1011,2019/02/15,1208,2019/01/12,1,1,0,943,2020/08/17,981,2020/08/12,63,52,2,1324,2019/11/06,1050,2019/01/16,25,22,20,17
47906384,17,tischtisch,https://api.chess.com/pub/player/tischtisch,https://api.chess.com/pub/player/tischtisch/stats,UY,,2018/07/15,basic,False,1390,2020/08/18,1462,2019/05/07,1785,1712,130,1091,2020/03/15,1404,2018/10/05,92,102,3,1390,2020/06/08,1602,2019/04/13,35,29,1,,,,,,,,1812,2020/07/10,1613,2019/04/20,29,26,20,17
80803004,16,sam_fisher_nyc,https://api.chess.com/pub/player/sam_fisher_nyc,https://api.chess.com/pub/player/sam_fisher_nyc/stats,US,,2020/05/28,premium,False,1182,2020/08/16,1319,2020/07/14,519,515,47,,,,,,,,,,,,,,,,,,,,,,1382,2020/08/18,,,22,19,20,17
66644306,16,gavinrourke,https://api.chess.com/pub/player/gavinrourke,https://api.chess.com/pub/player/gavinrourke/stats,CA,,2019/10/13,basic,False,,,,,,,,,,,,,,,1419,2020/06/05,1419,2020/06/05,30,1,0,,,,,,,,1287,2020/03/29,,,20,18,19,16
44161128,16,8bit-old-man,https://api.chess.com/pub/player/8bit-old-man,https://api.chess.com/pub/player/8bit-old-man/stats,JP,,2018/03/11,basic,False,,,,,,,,,,,,,,,,,,,,,,1328,2020/06/02,1328,2020/06/02,8,4,1,2013,2019/12/12,1611,2019/03/16,31,28,18,17
20627822,16,gamalielsarachini,https://api.chess.com/pub/player/GamalielSarachini,https://api.chess.com/pub/player/GamalielSarachini/stats,BR,,2015/01/14,premium,False,1828,2020/05/09,1900,2020/01/26,1157,1072,86,1604,2020/04/17,1619,2020/04/17,1645,1534,98,1970,2020/08/18,2014,2019/11/07,267,139,49,1813,2020/04/16,1874,2017/07/29,189,141,36,2258,2020/04/08,,,53,50,31,28
81115436,15,untungk27,https://api.chess.com/pub/player/untungk27,https://api.chess.com/pub/player/untungk27/stats,ID,Pekalongan,2020/05/31,premium,False,1101,2020/08/15,1182,2020/08/02,268,243,13,1169,2020/06/16,1169,2020/06/16,1,0,0,1030,2020/08/12,1030,2020/08/12,2,3,0,,,,,,,,1747,2020/08/18,,,36,33,19,16
66048298,15,douglas195,https://api.chess.com/pub/player/douglas195,https://api.chess.com/pub/player/douglas195/stats,BR,,2019/09/28,basic,False,1269,2020/08/18,1400,2020/05/20,1367,1291,166,871,2020/02/17,871,2020/02/17,1,0,0,396,2020/08/02,,,0,1,0,1003,2019/10/17,1111,2019/10/17,2,1,0,1488,2020/02/24,1012,2019/11/02,30,27,18,15
5734211,15,rhsatrhs,https://api.chess.com/pub/player/rhsatrhs,https://api.chess.com/pub/player/rhsatrhs/stats,US,Nashua New Hampshire,2011/09/04,premium,False,,,,,,,,,,,,,,,1651,2020/08/11,1856,2017/04/23,336,213,32,,,,,,,,1664,2013/04/24,2072,2015/11/08,26,23,18,15
3659191,15,jonofitzpatrick,https://api.chess.com/pub/player/jonofitzpatrick,https://api.chess.com/pub/player/jonofitzpatrick/stats,NZ,Auckland,2010/07/02,premium,False,1029,2020/06/09,1290,2018/04/29,369,372,25,,,,,,,,998,2020/05/10,1200,2010/07/02,14,14,0,1125,2019/09/19,1149,2018/11/18,2,2,0,1543,2020/01/15,1607,2018/02/03,20,18,18,15
18209918,15,froggy-g,https://api.chess.com/pub/player/froggy-g,https://api.chess.com/pub/player/froggy-g/stats,XX,,2014/07/24,basic,False,1517,2020/08/18,1744,2020/01/26,3594,3370,349,,,,,,,,1659,2020/07/06,1659,2020/07/06,13,2,0,1356,2020/02/10,1751,2017/03/26,800,720,90,2053,2019/12/26,800,2017/02/05,25,23,17,15
71797244,14,boozeandrunningshoes,https://api.chess.com/pub/player/BoozeAndRunningShoes,https://api.chess.com/pub/player/BoozeAndRunningShoes/stats,VU,,2020/02/06,premium,False,1214,2020/08/17,1313,2020/07/17,1551,1522,80,980,2020/05/28,980,2020/05/28,3,2,0,1351,2020/08/18,1400,2020/03/05,50,31,1,1200,2020/06/06,1224,2020/05/10,85,60,3,1690,2020/08/16,,,23,20,17,14
43190048,14,rbc143,https://api.chess.com/pub/player/RBC143,https://api.chess.com/pub/player/RBC143/stats,PH,camarincaloocan city,2018/02/09,basic,False,958,2020/08/18,1200,2018/02/09,228,207,8,1241,2020/03/06,1266,2020/03/04,453,391,22,719,2018/09/14,,,6,12,0,1085,2018/07/30,1200,2018/04/08,61,65,1,1526,2020/08/17,1353,2020/02/24,20,17,16,14
57286120,13,dsy1088,https://api.chess.com/pub/player/DSY1088,https://api.chess.com/pub/player/DSY1088/stats,US,,2019/02/12,basic,False,996,2020/05/11,1198,2019/02/13,967,931,105,908,2020/08/15,1211,2019/03/07,1215,1216,19,904,2019/02/27,,,0,1,0,1155,2019/02/27,1155,2019/02/27,5,3,0,1388,2020/07/07,1337,2019/05/15,22,19,16,13
23006074,13,mcluck3,https://api.chess.com/pub/player/Mcluck3,https://api.chess.com/pub/player/Mcluck3/stats,XX,Chicago,2015/06/27,basic,False,672,2020/07/30,946,2020/04/18,22,38,2,,,,,,,,,,,,,,,1010,2020/04/22,,,0,1,0,1200,2020/08/18,,,15,13,15,13
87443940,12,norematch1980,https://api.chess.com/pub/player/NoRematch1980,https://api.chess.com/pub/player/NoRematch1980/stats,SE,,2020/07/24,basic,False,1568,2020/08/18,1640,2020/08/14,387,349,45,,,,,,,,,,,,,,,,,,,,,,895,2020/08/18,,,23,20,15,12
74657362,12,trolleyboy22,https://api.chess.com/pub/player/trolleyboy22,https://api.chess.com/pub/player/trolleyboy22/stats,NZ,,2020/03/26,basic,False,995,2020/08/16,1085,2020/06/28,287,258,24,1011,2020/08/18,1031,2020/08/03,479,397,17,,,,,,,,1074,2020/05/12,1181,2020/04/04,6,11,1,1562,2020/07/26,,,22,19,15,12
52948820,12,rojascarlosm11,https://api.chess.com/pub/player/rojascarlosm11,https://api.chess.com/pub/player/rojascarlosm11/stats,AR,,2018/12/07,basic,False,1022,2020/08/17,1130,2020/06/20,78,72,3,676,2020/06/19,,,0,3,0,,,,,,,,,,,,,,,530,2020/07/20,1006,2018/12/07,18,15,14,12
25529752,12,matteoraso,https://api.chess.com/pub/player/matteoraso,https://api.chess.com/pub/player/matteoraso/stats,CA,,2015/12/11,basic,False,1048,2020/04/09,1200,2016/12/26,87,71,11,1120,2018/09/04,1353,2018/07/22,1,2,0,943,2019/08/06,1200,2015/12/11,15,31,0,1272,2020/08/16,1395,2015/12/11,675,637,49,1694,2020/06/17,1495,2018/05/21,28,25,15,12
10544508,12,warmmist,https://api.chess.com/pub/player/warmmist,https://api.chess.com/pub/player/warmmist/stats,AR,Villa Ballester,2013/01/23,basic,False,1034,2020/08/18,1494,2013/01/26,562,559,24,,,,,,,,907,2017/09/18,1200,2013/01/23,1,2,0,1331,2020/07/20,1350,2013/01/26,526,585,24,1127,2013/01/29,,,19,16,15,12
7869318,11,eggimannd,https://api.chess.com/pub/player/Eggimannd,https://api.chess.com/pub/player/Eggimannd/stats,CA,,2012/06/12,basic,False,1094,2012/06/12,1343,2012/06/12,1,2,0,,,,,,,,,,,,,,,1172,2012/11/27,,,0,1,0,1193,2020/08/18,,,17,14,17,14
14777292,11,newguy369,https://api.chess.com/pub/player/newguy369,https://api.chess.com/pub/player/newguy369/stats,AE,dubai,2013/11/30,basic,False,865,2020/08/18,1200,2013/11/30,80,83,5,858,2013/11/30,,,0,2,0,400,2014/10/21,,,0,2,0,,,,,,,,1136,2013/11/30,,,15,12,14,11
78280402,10,ethanck,https://api.chess.com/pub/player/ethanck,https://api.chess.com/pub/player/ethanck/stats,US,,2020/04/30,basic,False,1049,2020/08/09,1284,2020/05/01,221,212,22,916,2020/06/18,1305,2020/06/15,12,21,1,,,,,,,,,,,,,,,1327,2020/08/08,,,19,16,13,10
5678820,10,jwaller2040,https://api.chess.com/pub/player/jwaller2040,https://api.chess.com/pub/player/jwaller2040/stats,US,Birmingham Alabama,2011/08/25,basic,False,1403,2020/08/18,1617,2020/04/16,1621,1454,149,1320,2012/10/19,1320,2012/08/28,1,1,0,,,,,,,,1487,2020/06/08,1563,2016/01/16,71,48,9,1764,2020/01/23,1344,2019/06/08,21,18,18,15
46114644,10,mash65,https://api.chess.com/pub/player/Mash65,https://api.chess.com/pub/player/Mash65/stats,NZ,Newzealand,2018/05/12,basic,False,561,2018/05/21,1200,2018/05/13,3,5,0,,,,,,,,400,2018/09/29,,,1,0,0,1043,2020/08/13,1200,2018/05/23,184,164,15,861,2020/07/24,1050,2018/05/26,16,13,13,10
76329102,9,samuelsamuelson,https://api.chess.com/pub/player/samuelsamuelson,https://api.chess.com/pub/player/samuelsamuelson/stats,US,,2020/04/10,premium,False,1043,2020/08/18,1067,2020/08/08,256,214,14,,,,,,,,,,,,,,,1007,2020/08/15,1023,2020/08/15,189,141,11,1508,2020/08/02,,,29,26,19,16
56534210,9,huelczik,https://api.chess.com/pub/player/Huelczik,https://api.chess.com/pub/player/Huelczik/stats,DE,,2019/01/25,premium,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,2020/08/17,,,13,10,13,10
49519782,9,adler0221,https://api.chess.com/pub/player/Adler0221,https://api.chess.com/pub/player/Adler0221/stats,US,,2018/09/07,basic,False,720,2020/08/18,854,2018/09/13,510,499,78,655,2020/07/30,838,2020/04/20,3,7,0,1132,2018/09/19,1132,2018/09/19,1,0,0,653,2020/08/07,790,2018/09/07,3,7,2,1086,2020/07/20,1103,2018/09/07,15,13,12,9
47604878,9,realsarus,https://api.chess.com/pub/player/realsarus,https://api.chess.com/pub/player/realsarus/stats,RU,Саратов,2018/07/04,basic,False,1278,2020/08/18,1370,2020/06/10,923,861,38,1093,2020/08/09,1227,2018/12/24,199,200,6,,,,,,,,,,,,,,,1828,2020/08/04,1288,2018/12/11,28,25,15,12
23894518,9,us08853,https://api.chess.com/pub/player/us08853,https://api.chess.com/pub/player/us08853/stats,US,,2015/08/30,basic,False,875,2020/07/24,1047,2018/02/15,12,35,1,765,2018/02/19,,,0,3,0,1133,2020/08/15,1305,2016/07/28,1415,2062,140,1078,2020/05/22,1136,2020/05/02,11,8,3,1366,2020/08/16,1427,2016/08/24,16,16,12,9
20203320,9,moonshineplayer,https://api.chess.com/pub/player/moonshineplayer,https://api.chess.com/pub/player/moonshineplayer/stats,DE,Cologne,2014/12/16,basic,False,819,2020/08/18,1209,2019/08/01,6436,6656,117,500,2019/08/01,1200,2014/12/16,701,833,0,1427,2020/05/19,1523,2016/11/11,29,21,2,1241,2016/07/15,1428,2016/03/26,3,4,0,1699,2019/10/30,1625,2015/03/06,21,19,12,9
69004264,8,klueg_at,https://api.chess.com/pub/player/klueg_at,https://api.chess.com/pub/player/klueg_at/stats,AT,,2019/12/07,premium,False,1129,2020/08/16,1146,2020/08/15,165,152,8,,,,,,,,1255,2020/08/17,1367,2020/05/06,59,43,5,1240,2020/06/23,1295,2020/03/25,90,73,11,1312,2020/08/01,,,21,18,10,8
81591604,7,warfighter310,https://api.chess.com/pub/player/warfighter310,https://api.chess.com/pub/player/warfighter310/stats,US,,2020/06/05,basic,False,656,2020/08/16,879,2020/06/05,59,151,7,511,2020/07/26,,,1,11,0,1259,2020/07/25,1259,2020/07/25,1,0,0,793,2020/07/27,943,2020/06/19,15,14,5,811,2020/08/02,,,13,10,10,7
8148116,7,pdtster,https://api.chess.com/pub/player/pdtster,https://api.chess.com/pub/player/pdtster/stats,US,,2012/07/09,premium,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,2016/09/22,1463,2012/07/21,19,16,10,7
